timestamp,Sda states :: get_FCCH:FSO1_LAPC_RPT_FS_STATE,Sda states :: get_FCCH:FSO1_LAPC_RPT_FS_FAST,Sda states :: get_mode:OH1_MODE,Sda states :: get_preamble:PREAMBLE_SYNC,Sda states :: get_sda:OH1_SDA_STATE,Sda states :: get_tracking_mode:OH1_FTC_FINE_TRACKING_MODE,Tracking sensor beam incidence :: A:OH1_TS_BEAM_INCIDENCE_X,Tracking sensor beam incidence :: A:OH1_TS_BEAM_INCIDENCE_Y,Tracking sensor beam incidence :: B:OH1_TS_SUM,Mean OH temperatures :: OH1_BASE_TEMP_1,Mean OH temperatures :: OH1_BASE_TEMP_2,Mean OH temperatures :: OH1_BASE_TEMP_3,Mean OH temperatures :: OH1_FPA_TEMP,Mean OH temperatures :: OH1_PAA_TEMP,Mean OH temperatures :: OH1_OPTICS_TEMP_1,Mean OH temperatures :: OH1_OPTICS_TEMP_2,Mean OH temperatures :: OH1_OPTICS_TEMP_3,Tx/Rx Alignment Report :: TIME,Tx/Rx Alignment Report :: OFFSET_TILT,Tx/Rx Alignment Report :: OFFSET_TIP,Tx/Rx Alignment Report :: STATUS,Tx/Rx Alignment Report :: EDID,PAT CONFIGURATION :: FSO1_TX_CH,PAT CONFIGURATION :: FSO1_RX_CH,PAT CONFIGURATION :: FSO1_TX_TONE_MI,PAT CONFIGURATION :: FSO1_PL_RATE,PAT CONFIGURATION :: FSO1_TX_TONE_FREQ,PAT CONFIGURATION :: FSO1_ENCODING,PAT CONFIGURATION :: FSO1_SIGNAL_RATE,PAT CONFIGURATION :: FSO1_TX_ENABLE,PAT CONFIGURATION :: FSO1_RX_ENABLE,CPA Pointing :: OH1_AZIMUTH,CPA Pointing :: OH1_ELEVATION,CPA Pointing :: OH1_AZIMUTH_STD,CPA Pointing :: OH1_ELEVATION_STD,Received power evolution :: A:OH1_TS_SUM_RMS,Received power evolution :: B:OH1_TS_SUM_RAW,Line of Sight predicted VS actual :: OH1_PRED_AZ_EL_p0,Line of Sight predicted VS actual :: OH1_PRED_AZ_EL_p1,Line of Sight predicted VS actual :: OH1_LOS_AZ_EL_p0,Line of Sight predicted VS actual :: OH1_LOS_AZ_EL_p1,Velocities :: bus_vel_ecef_m_per_s_x,Velocities :: bus_vel_ecef_m_per_s_y,Velocities :: bus_vel_ecef_m_per_s_z,Fast steering mirrors evolution :: OH1_FPA_TIP,Fast steering mirrors evolution :: OH1_FPA_TILT,Fast steering mirrors evolution :: OH1_PAA_TIP,Fast steering mirrors evolution :: OH1_PAA_TILT,Fast steering mirrors evolution :: OH1_TS_BEAM_INCIDENCE_X,Fast steering mirrors evolution :: OH1_TS_BEAM_INCIDENCE_Y,Mean power per quadrant :: OH1_TS_QUAD_A,Mean power per quadrant :: OH1_TS_QUAD_B,Mean power per quadrant :: OH1_TS_QUAD_C,Mean power per quadrant :: OH1_TS_QUAD_D,Mean power per quadrant :: OH1_TS_QUAD_E,Mean power per quadrant :: OH1_TS_QUAD_F,Mean power per quadrant :: OH1_TS_QUAD_G,Mean power per quadrant :: OH1_TS_QUAD_H,Fine Pointing Assembly movement :: OH1_FPA_TIP,Fine Pointing Assembly movement :: OH1_FPA_TILT,Point Ahead Assembly movement :: OH1_PAA_TIP,Point Ahead Assembly movement :: OH1_PAA_TILT,Tracking sensor beam incidence estimation :: OH1_TS_BEAM_INCIDENCE_X,Tracking sensor beam incidence estimation :: OH1_TS_BEAM_INCIDENCE_Y,LOS actual - predicted evolution :: OH1_LOS_AZ_EL_p0,LOS actual - predicted evolution :: OH1_LOS_AZ_EL_p1,LOS actual - predicted evolution :: OH1_PRED_AZ_EL_p0,LOS actual - predicted evolution :: OH1_PRED_AZ_EL_p1,Coarse Pointing Assembly motion :: OH1_AZIMUTH,Coarse Pointing Assembly motion :: OH1_ELEVATION,EDFA Power reports :: OH1_EDFA_BOOSTER_IN,EDFA Power reports :: OH1_EDFA_BOOSTER_OUT,EDFA Power reports :: OH1_EDFA_PREAMP_OUT,LET counters  :: TOTAL_FRAME_COUNTER,LET counters  :: CRC_ERRORS,LET counters  :: SYNC_LOSS,LET counters  :: FR_PACKETS,LET counters  :: DF_PACKETS,LET counters  :: FR_DATA_FRAMES,LET counters  :: DF_DATA_FRAME,LET counters  :: FR_IDLE_FRAMES,LET counters  :: DF_IDLE_FRAME,Fast Control Channel (FCCH) from counter Terminal :: FSO1_LAPC_RPT_PL_BLER,Fast Control Channel (FCCH) from counter Terminal :: OH1_LAPC_RPT_PIF_MEAN,Fast Control Channel (FCCH) from counter Terminal :: OH1_LAPC_RPT_PIF_SDEV,Fast Control Channel (FCCH) from counter Terminal :: FSO1_LAPC_RPT_FS_LOSS,Fast Control Channel (FCCH) from counter Terminal :: OH1_LAPC_RPT_RSSI_FAST,Bus body rate :: bus_body_rate_rad_per_s_x,Bus body rate :: bus_body_rate_rad_per_s_y,Bus body rate :: bus_body_rate_rad_per_s_z,Quaternions ECI to body :: bus_quat_eci_to_body_scalar,Quaternions ECI to body :: bus_quat_eci_to_body_x,Quaternions ECI to body :: bus_quat_eci_to_body_y,Quaternions ECI to body :: bus_quat_eci_to_body_z,ECEF position :: bus_pos_ecef_m_x,ECEF position :: bus_pos_ecef_m_y,ECEF position :: bus_pos_ecef_m_z,GPS time :: bus_gps_time_weeks,GPS time :: bus_gps_time_time_of_week_ms,Mynaric commanding :: mynaric_commands_queued,Mynaric commanding :: mynaric_commands_removed,Mynaric commanding :: mynaric_commands_sent,Terminal power consumption :: mynaric_power_current_i,Terminal power consumption :: mynaric_power_voltage_v,Terminal temps :: mynaric_thermal_occ_temp_C,Terminal temps :: mynaric_thermal_oh_temp_C,CPA Header time - SES received time :: sequence,CPA Header time - SES received time :: received_time
2026-09-02 13:28:02.425000+00:00,Locked,Locked,,,Acquisition Phase 1A,Scan,-796.068359375,-2500.0,0.35190001130104065,,,,,,,,,,,,,,,,,,,,,,,-19.19677734375,25.021121978759766,0.0026929015293717384,0.007391155231744051,0.35190001130104065,,,,,,,,,10977.0,-15424.0,3155.0,1668.0,-796.068359375,-2500.0,0.07649999856948853,0.07649999856948853,0.09180000424385071,0.1071000024676323,0.0,0.0,0.0,0.0,10977.0,-15424.0,3155.0,1668.0,-796.068359375,-2500.0,,,,,-19.19677734375,25.021121978759766,,,,,,,,,,,,,4881.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,3322.0,1788356721.595515
2026-09-02 13:28:02.529000+00:00,Locked,Locked,,,Acquisition Phase 1A,Scan,568.023193359375,813.0224609375,0.413100004196167,,,,,,,,,,,,,,,,,,,,,,,-19.199642181396484,25.024044036865234,0.0026929015293717384,0.007391155231744051,0.413100004196167,,,,,,,,,-765.0,-21807.0,3165.0,1665.0,568.023193359375,813.0224609375,0.03060000017285347,0.045900002121925354,0.015300000086426735,0.015300000086426735,0.0,0.15299999713897705,0.0,0.15299999713897705,-765.0,-21807.0,3165.0,1665.0,568.023193359375,813.0224609375,,,,,-19.199642181396484,25.024044036865234,,,,,,,,,,,,,4881.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,3327.0,1788356721.607892
2026-09-02 13:28:02.635000+00:00,Locked,Locked,,,Acquisition Phase 1A,Scan,-1890.82080078125,-2066.081787109375,0.1071000024676323,,,,,,,,,,,,,,,,,,,,,,,-19.202392578125,25.027254104614258,0.0026929015293717384,0.00641712686046958,0.1071000024676323,,,,,,,,,-6831.0,-23028.0,3197.0,1676.0,-1890.82080078125,-2066.081787109375,0.045900002121925354,0.015300000086426735,0.03060000017285347,0.015300000086426735,0.0,0.0,0.0,0.0,-6831.0,-23028.0,3197.0,1676.0,-1890.82080078125,-2066.081787109375,,,,,-19.202392578125,25.027254104614258,,,,,,,,,,,,,4881.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,3332.0,1788356721.620352
2026-09-02 13:28:02.731000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-02 13:28:02.740000+00:00,Locked,Locked,,,Acquisition Phase 1A,Scan,-240.37548828125,1416.93701171875,0.6884999871253967,,,,,,,,,,,,,,,,,,,,,,,-19.20531463623047,25.0306339263916,0.0026929015293717384,0.00641712686046958,0.6884999871253967,,,,,,,,,-6188.0,-23305.0,3177.0,1701.0,-240.37548828125,1416.93701171875,0.09180000424385071,0.12240000069141388,0.1071000024676323,0.06120000034570694,0.0,0.15299999713897705,0.15299999713897705,0.0,-6188.0,-23305.0,3177.0,1701.0,-240.37548828125,1416.93701171875,,,,,-19.20531463623047,25.0306339263916,,,,,,,,,,,,,4881.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,3337.0,1788356721.632356
2026-09-02 13:28:02.832000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6364.0,0.0,5486.0,2.9537396,28.715233,,,,
2026-09-02 13:28:02.834000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2007.0336,-2039.2241,7091.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4345896e-05,0.00046459623,-0.0001357493,0.9780873,-0.007891866,0.15955798,0.13350739,6496355.38742118,1426016.4726227762,2219483.9836286297,2434.0,307700756.0,,,,,,,,,
2026-09-02 13:28:02.845000+00:00,Locked,Locked,,,Acquisition Phase 1A,Scan,827.595703125,79.626708984375,0.5507999658584595,,,,,,,,,,,,,,,,,,,,,,,-19.208236694335938,25.03395652770996,0.0026929015293717384,0.00641712686046958,0.5507999658584595,,,,,,,,,378.0,-22353.0,3192.0,1669.0,827.595703125,79.626708984375,0.06120000034570694,0.045900002121925354,0.03060000017285347,0.1071000024676323,0.15299999713897705,0.0,0.0,0.15299999713897705,378.0,-22353.0,3192.0,1669.0,827.595703125,79.626708984375,,,,,-19.208236694335938,25.03395652770996,,,,,,,,,,,,,4881.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,3342.0,1788356721.644277
2026-09-02 13:28:02.950000+00:00,Locked,Locked,,,Acquisition Phase 1A,Scan,25.98779296875,21.5625,0.8108999729156494,,,,,,,,,,,,,,,,,,,,,,,-19.21121597290039,25.037281036376953,0.0026929015293717384,0.00641712686046958,0.8108999729156494,,,,,,,,,11814.0,-16558.0,3150.0,1639.0,25.98779296875,21.5625,0.03060000017285347,0.06120000034570694,0.07649999856948853,0.03060000017285347,0.3059999942779541,0.0,0.15299999713897705,0.15299999713897705,11814.0,-16558.0,3150.0,1639.0,25.98779296875,21.5625,,,,,-19.21121597290039,25.037281036376953,,,,,,,,,,,,,4881.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,3347.0,1788356721.658654
2026-09-02 13:28:03.055000+00:00,Locked,Locked,,,Acquisition Phase 1A,Scan,2475.98095703125,-103.18798828125,3.3047995567321777,,,,,,,,,,,,,,,,,,,,,,,-19.214309692382812,25.040660858154297,0.003953408449888229,0.00641712686046958,3.3047995567321777,,,,,,,,,22646.0,-160.0,3117.0,1638.0,2475.98095703125,-103.18798828125,0.6884999871253967,2.065500020980835,0.06120000034570694,0.03060000017285347,0.15299999713897705,0.15299999713897705,0.0,0.15299999713897705,22646.0,-160.0,3117.0,1638.0,2475.98095703125,-103.18798828125,,,,,-19.214309692382812,25.040660858154297,,,,,,,,,,,,,4881.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,3352.0,1788356721.676805
2026-09-02 13:28:03.160000+00:00,Locked,Locked,,,Acquisition Phase 1A,Scan,-1028.859619140625,-1471.704833984375,0.33660000562667847,,,,,,,,,,,,,,,,,,,,,,,-19.21568489074707,25.04375457763672,0.003953408449888229,0.00641712686046958,0.33660000562667847,,,,,,,,,21306.0,21076.0,3054.0,1537.0,-1028.859619140625,-1471.704833984375,0.03060000017285347,0.07649999856948853,0.045900002121925354,0.03060000017285347,0.0,0.0,0.15299999713897705,0.0,21306.0,21076.0,3054.0,1537.0,-1028.859619140625,-1471.704833984375,,,,,-19.21568489074707,25.04375457763672,,,,,,,,,,,,,4881.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,3357.0,1788356721.704122
2026-09-02 13:28:03.185000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3223.947021484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-02 13:28:03.195000+00:00,,,,Not Synced,,,,,,,,,,,,,,,,,,,1553.33,1536.61,0.0,9216.0,Reserved,Manchester,2500.0,Enabled,Enabled,,,,,,,-20.04071617126465,25.875059127807617,-20.050857543945312,25.883682250976562,,,,,,,,,,,,,,,,,,,,,,,,-20.050857543945312,25.883682250976562,-20.04071617126465,25.875059127807617,,,1.2609968185424805,32.750244140625,-10.586509704589844,21433.0,3585.0,2.0,0.0,0.0,0.0,0.0,30993229.0,21425.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-02 13:28:03.265000+00:00,Locked,Locked,,,Acquisition Phase 1A,Scan,-2071.194091796875,233.52392578125,0.33660000562667847,,,,,,,,,,,,,,,,,,,,,,,-19.210186004638672,25.040489196777344,0.003953408449888229,0.00641712686046958,0.33660000562667847,,,,,,,,,-4952.0,21594.0,3024.0,1510.0,-2071.194091796875,233.52392578125,0.045900002121925354,0.015300000086426735,0.09180000424385071,0.03060000017285347,0.0,0.15299999713897705,0.0,0.0,-4952.0,21594.0,3024.0,1510.0,-2071.194091796875,233.52392578125,,,,,-19.210186004638672,25.040489196777344,,,,,,,,,,,,,4881.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,3369.0,1788356721.735847
2026-09-02 13:28:03.369000+00:00,Locked,Locked,,,Acquisition Phase 1A,Scan,-863.364990234375,-1666.4224853515625,0.9638999700546265,,,,,,,,,,,,,,,,,,,,,,,-19.211387634277344,25.04071807861328,0.003953408449888229,0.00641712686046958,0.9638999700546265,,,,,,,,,-24828.0,-8241.0,3074.0,1602.0,-863.364990234375,-1666.4224853515625,0.06120000034570694,0.0,0.045900002121925354,0.09180000424385071,0.45899999141693115,0.0,0.15299999713897705,0.15299999713897705,-24828.0,-8241.0,3074.0,1602.0,-863.364990234375,-1666.4224853515625,,,,,-19.211387634277344,25.04071807861328,,,,,,,,,,,,,4881.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,3374.0,1788356721.747337
2026-09-02 13:28:03.475000+00:00,Locked,Locked,,,Acquisition Phase 1A,Scan,12.711669921875,12.711669921875,0.5354999899864197,,,,,,,,,,,,,,,,,,,,,,,-19.213336944580078,25.04197883605957,0.003953408449888229,0.00641712686046958,0.5354999899864197,,,,,,,,,-21.0,-24157.0,3206.0,1711.0,12.711669921875,12.711669921875,0.07649999856948853,0.045900002121925354,0.07649999856948853,0.03060000017285347,0.15299999713897705,0.0,0.15299999713897705,0.0,-21.0,-24157.0,3206.0,1711.0,12.711669921875,12.711669921875,,,,,-19.213336944580078,25.04197883605957,,,,,,,,,,,,,4881.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,3379.0,1788356721.758819
2026-09-02 13:28:03.580000+00:00,Locked,Locked,,,Acquisition Phase 1A,Scan,-92.12451171875,-2500.0,0.3824999928474426,,,,,,,,,,,,,,,,,,,,,,,-19.215856552124023,25.045530319213867,0.003953408449888229,0.00641712686046958,0.3824999928474426,,,,,,,,,25558.0,14033.0,3094.0,1579.0,-92.12451171875,-2500.0,0.06120000034570694,0.045900002121925354,0.045900002121925354,0.07649999856948853,0.0,0.0,0.0,0.15299999713897705,25558.0,14033.0,3094.0,1579.0,-92.12451171875,-2500.0,,,,,-19.215856552124023,25.045530319213867,,,,,,,,,,,,,4881.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,3384.0,1788356721.770147
2026-09-02 13:28:03.685000+00:00,Locked,Locked,,,Acquisition Phase 1A,Scan,786.54638671875,2499.93896484375,0.06120000034570694,,,,,,,,,,,,,,,,,,,,,,,-19.218894958496094,25.05028533935547,0.003953408449888229,0.0014896901557222009,0.06120000034570694,,,,,,,,,-13592.0,17098.0,3049.0,1516.0,786.54638671875,2499.93896484375,0.015300000086426735,0.015300000086426735,0.0,0.03060000017285347,0.0,0.0,0.0,0.0,-13592.0,17098.0,3049.0,1516.0,786.54638671875,2499.93896484375,,,,,-19.218894958496094,25.05028533935547,,,,,,,,,,,,,4881.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,3389.0,1788356721.782126
2026-09-02 13:28:03.731000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-02 13:28:03.790000+00:00,Locked,Locked,,,Acquisition Phase 1A,Scan,1395.649169921875,-622.791015625,0.566100001335144,,,,,,,,,,,,,,,,,,,,,,,-19.222103118896484,25.05452537536621,0.003953408449888229,0.0014896901557222009,0.566100001335144,,,,,,,,,-12876.0,-24528.0,3184.0,1694.0,1395.649169921875,-622.791015625,0.09180000424385071,0.07649999856948853,0.06120000034570694,0.03060000017285347,0.0,0.15299999713897705,0.0,0.15299999713897705,-12876.0,-24528.0,3184.0,1694.0,1395.649169921875,-622.791015625,,,,,-19.222103118896484,25.05452537536621,,,,,,,,,,,,,4881.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,3394.0,1788356721.794246
2026-09-02 13:28:03.832000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6364.0,0.0,5487.0,2.9525998,28.715233,,,,
2026-09-02 13:28:03.834000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2014.8091,-2040.5718,7088.4736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0798507e-05,0.00049687125,-0.00013671428,0.9780536,-0.007937136,0.15982607,0.13343063,6494344.489806793,1423976.5670492933,2226573.70301606,2434.0,307701756.0,,,,,,,,,
2026-09-02 13:28:03.895000+00:00,Locked,Locked,,,Acquisition Phase 1A,Scan,-945.1585693359375,120.67626953125,2.922300100326538,,,,,,,,,,,,,,,,,,,,,,,-19.225196838378906,25.05870819091797,0.003953408449888229,0.0014896901557222009,2.922300100326538,,,,,,,,,27167.0,17625.0,3139.0,1627.0,-945.1585693359375,120.67626953125,0.7803000211715698,1.5911999940872192,0.045900002121925354,0.045900002121925354,0.15299999713897705,0.3059999942779541,0.0,0.0,27167.0,17625.0,3139.0,1627.0,-945.1585693359375,120.67626953125,,,,,-19.225196838378906,25.05870819091797,,,,,,,,,,,,,4881.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,3399.0,1788356721.80591
2026-09-02 13:28:04+00:00,Locked,Locked,,,Acquisition Phase 1A,Scan,10.4990234375,20.265380859375,0.4896000027656555,,,,,,,,,,,,,,,,,,,,,,,-19.228404998779297,25.062776565551758,0.003953408449888229,0.0014896901557222009,0.4896000027656555,,,,,,,,,-24272.0,3231.0,3087.0,1571.0,10.4990234375,20.265380859375,0.07649999856948853,0.09180000424385071,0.07649999856948853,0.09180000424385071,0.0,0.0,0.0,0.15299999713897705,-24272.0,3231.0,3087.0,1571.0,10.4990234375,20.265380859375,,,,,-19.228404998779297,25.062776565551758,,,,,,,,,,,,,4881.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,3404.0,1788356721.817318
2026-09-02 13:28:04.105000+00:00,Locked,Locked,,,Acquisition Phase 1A,Scan,257.787353515625,-766.998046875,0.8567999601364136,,,,,,,,,,,,,,,,,,,,,,,-19.231555938720703,25.066673278808594,0.004239887464791536,0.0014896901557222009,0.8567999601364136,,,,,,,,,16606.0,-15935.0,3163.0,1676.0,257.787353515625,-766.998046875,0.18360000848770142,0.12240000069141388,0.15299999713897705,0.09180000424385071,0.0,0.3059999942779541,0.0,0.0,16606.0,-15935.0,3163.0,1676.0,257.787353515625,-766.998046875,,,,,-19.231555938720703,25.066673278808594,,,,,,,,,,,,,4881.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,3409.0,1788356721.828426
2026-09-02 13:28:04.190000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3635.3642578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-02 13:28:04.200000+00:00,,,,Not Synced,,,,,,,,,,,,,,,,,,,1553.33,1536.61,0.0,9216.0,Reserved,Manchester,2500.0,Enabled,Enabled,,,,,,,-20.056272506713867,25.892362594604492,-20.058563232421875,25.904766082763672,,,,,,,,,,,,,,,,,,,,,,,,-20.058563232421875,25.904766082763672,-20.056272506713867,25.892362594604492,,,1.276637077331543,32.750244140625,-10.52785873413086,21433.0,3585.0,2.0,0.0,0.0,0.0,0.0,31060193.0,21425.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-02 13:28:04.209000+00:00,Locked,Locked,,,Acquisition Phase 1A,Scan,1634.39208984375,-508.2647705078125,0.6273000240325928,,,,,,,,,,,,,,,,,,,,,,,-19.22496795654297,25.06180191040039,0.004239887464791536,0.0014896901557222009,0.6273000240325928,,,,,,,,,-8196.0,22414.0,3048.0,1516.0,1634.39208984375,-508.2647705078125,0.1071000024676323,0.15299999713897705,0.07649999856948853,0.13770000636577606,0.15299999713897705,0.0,0.0,0.0,-8196.0,22414.0,3048.0,1516.0,1634.39208984375,-508.2647705078125,,,,,-19.22496795654297,25.06180191040039,,,,,,,,,,,,,4881.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,3421.0,1788356721.864029
2026-09-02 13:28:04.315000+00:00,Locked,Locked,,,Acquisition Phase 1A,Scan,-12.46728515625,-3.540283203125,0.4283999800682068,,,,,,,,,,,,,,,,,,,,,,,-19.22525405883789,25.05779266357422,0.004239887464791536,0.0014896901557222009,0.4283999800682068,,,,,,,,,1995.0,-25219.0,3172.0,1671.0,-12.46728515625,-3.540283203125,0.045900002121925354,0.015300000086426735,0.045900002121925354,0.015300000086426735,0.0,0.15299999713897705,0.15299999713897705,0.0,1995.0,-25219.0,3172.0,1671.0,-12.46728515625,-3.540283203125,,,,,-19.22525405883789,25.05779266357422,,,,,,,,,,,,,4881.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,3426.0,1788356721.881341
2026-09-02 13:28:04.420000+00:00,Locked,Locked,,,Acquisition Phase 1A,Scan,2499.93896484375,1857.18798828125,0.9179999828338623,,,,,,,,,,,,,,,,,,,,,,,-19.226572036743164,25.058135986328125,0.004239887464791536,0.0014896901557222009,0.9179999828338623,,,,,,,,,-1002.0,25064.0,3039.0,1532.0,2499.93896484375,1857.18798828125,0.045900002121925354,0.045900002121925354,0.06120000034570694,0.0,0.15299999713897705,0.15299999713897705,0.3059999942779541,0.15299999713897705,-1002.0,25064.0,3039.0,1532.0,2499.93896484375,1857.18798828125,,,,,-19.226572036743164,25.058135986328125,,,,,,,,,,,,,4881.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,3431.0,1788356721.89248
2026-09-02 13:28:04.525000+00:00,Locked,Locked,,,Acquisition Phase 1A,Scan,4.013427734375,-7.73681640625,1.7135999202728271,,,,,,,,,,,,,,,,,,,,,,,-19.228404998779297,25.059682846069336,0.004239887464791536,0.0014896901557222009,1.7135999202728271,,,,,,,,,4415.0,-25033.0,3183.0,1674.0,4.013427734375,-7.73681640625,0.15299999713897705,0.4896000027656555,0.045900002121925354,0.26010000705718994,0.15299999713897705,0.15299999713897705,0.15299999713897705,0.3059999942779541,4415.0,-25033.0,3183.0,1674.0,4.013427734375,-7.73681640625,,,,,-19.228404998779297,25.059682846069336,,,,,,,,,,,,,4881.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,3436.0,1788356721.903543
2026-09-02 13:28:04.630000+00:00,Locked,Locked,,,Acquisition Phase 1A,Scan,1176.515625,14.619140625,1.0097999572753906,,,,,,,,,,,,,,,,,,,,,,,-19.230754852294922,25.06306266784668,0.004239887464791536,0.003437746549025178,1.0097999572753906,,,,,,,,,-10485.0,21983.0,3028.0,1539.0,1176.515625,14.619140625,0.0,0.015300000086426735,0.06120000034570694,0.015300000086426735,0.3059999942779541,0.3059999942779541,0.15299999713897705,0.15299999713897705,-10485.0,21983.0,3028.0,1539.0,1176.515625,14.619140625,,,,,-19.230754852294922,25.06306266784668,,,,,,,,,,,,,4881.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,3441.0,1788356721.914629
2026-09-02 13:28:04.731000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-02 13:28:04.735000+00:00,Locked,Locked,,,Acquisition Phase 1A,Scan,-54.127197265625,62.459228515625,0.4896000027656555,,,,,,,,,,,,,,,,,,,,,,,-19.190532684326172,25.067302703857422,0.004239887464791536,0.003437746549025178,0.4896000027656555,,,,,,,,,20813.0,-13750.0,3189.0,1678.0,-54.127197265625,62.459228515625,0.06120000034570694,0.06120000034570694,0.1071000024676323,0.1071000024676323,0.0,0.15299999713897705,0.0,0.0,20813.0,-13750.0,3189.0,1678.0,-54.127197265625,62.459228515625,,,,,-19.190532684326172,25.067302703857422,,,,,,,,,,,,,4881.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,3446.0,1788356721.925411
2026-09-02 13:28:04.832000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6364.0,0.0,5488.0,2.9465199,28.707344,,,,
2026-09-02 13:28:04.834000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2022.583,-2041.916,7085.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9205512e-05,0.0005219935,-0.00014660758,0.9780219,-0.007981919,0.1600969,0.13333549,6492325.7751221955,1421935.271603173,2233660.9850191646,2434.0,307702756.0,,,,,,,,,
2026-09-02 13:28:04.840000+00:00,Locked,Locked,,,Acquisition Phase 1A,Scan,381.31689453125,-1176.0423583984375,0.9639000296592712,,,,,,,,,,,,,,,,,,,,,,,-18.97338104248047,25.072174072265625,0.004239887464791536,0.003437746549025178,0.9639000296592712,,,,,,,,,-25421.0,-1800.0,3056.0,1531.0,381.31689453125,-1176.0423583984375,0.09180000424385071,0.5813999772071838,0.07649999856948853,0.06120000034570694,0.0,0.0,0.15299999713897705,0.0,-25421.0,-1800.0,3056.0,1531.0,381.31689453125,-1176.0423583984375,,,,,-18.97338104248047,25.072174072265625,,,,,,,,,,,,,4881.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,3451.0,1788356721.938134
